lAboutText1	~1~ ~2~ (~3~ bits)
lOopsErrorIniFileReadOnly	Este arquivo de configurações de menu compartilhado ou este local é SOMENTE LEITURA.
lOopsErrorIniFileRetry	Se o arquivo de configurações está em uma unidade de rede, tente recarregar o ~1~ quando a unidade de rede estiver disponível.
lOopsErrorIniFileUnavailable	Este arquivo de configurações do menu externo está indisponível
lOopsErrorReadingIniFile	Ocorreu um erro ao tentar ler o arquivo de configurações:
lOopsExternalCatalogueReadOnly	A opção 'Catálogo de Menus Compartilhados' é somente leitura. Por favor, contate o administrador do sistema.
lOopsExternalFileWriteError	Ocorreu um erro ao tentar acessar o arquivo de configurações do menu compartilhado:`n~1~.`n`nVerifique se este arquivo ou pasta é somente leitura.
lOopsExternalFileWriteErrorCollaborative	Você não pode editar o conteúdo deste menu Compartilhado. Se você acha que teve ter acesso, entre em contato com o administrador do sistema.
lOopsExternalNotAllowedUnderExternal	Menus compartilhados não são permitidos dentro de outros menus Compartilhados. Por favor, selecione outro menu pai na aba "Opções do Menu".
lOopsExternalReadOnlyAlert	Menus compartilhados do tipo "Centralizado" somente podem ser editados pelo(s) usuário(s) no campo "~1~" (ou abrindo o arquivo ini no disco compartilhado usando um editor de texto).`n`nSeu nome de usuário é: "~2~".`nO nome do computador é: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	Seu nome de usuário foi adicionado automaticamente à lista de "Usuários com acesso de escrita".
lOopsExternalSelectType	Por favor, selecione o tipo de menu Compartilhado na aba "Menu compartilhado".
lOopsFavoritesCopied	~1~ favoritos copiados.
lOopsFirstEnterUrl	Primeiro, entre um endereço no campo "~1~".
lOopsFtpLocationProtocol	O local FTP deve começar com "ftp://".
lOopsGroup	grupo
lOopsHotkeyAlreadyUsed	O atalho "~1~" já está sendo usado por ~2~.`n`nPor favor, escolha outra tecla para ~3~.
lOopsHotkeyNotInMenus	Erro: o local "~1~" da tecla de atalho "~1~" não foi encontardo nos menus.
lOopsHotkeyObjectNotFound	~1~ não pôde localizar o favorito associado ao ~2~ "~3~".`n`nEsta pode ser uma situação temporária. Tente reiniciar o ~1~.
lOopsHotstringTriggerTooLong	Disparador da string de substituição muito longo. Disparadores de strings de substituição não podem ter mais do que 40 caracteres.
lOopsHttpLocationTransformed	O local HTTP (formato URL) foi transformado em um caminho de rede (formato UNC) para compatibilidade com o Windows:`n`n~1~`n~2~
lOopsInvalidWinCmdIni	Arquivo de configuração "wincmd.ini" do Total Commander não encontrado.`n`nSelecione o arquivo em "Opções", aba "Gerenciadores de arquivos".
lOopsInvalidWindowPosition	Valor(es) inválido(s) da posição da janela
lOopsLaunchWithNotFound	Arquivo "Iniciar com este aplicativo" não encontrado:`n`n~1~`n`nVerifique as configurações avançadas do favorito.
lOopsLocation	local
lOopsMaxLiveFolder	O número máximo de itens em pastas Ativas (~1~) foi excedido. Por favor, diminua o número de níveis de pastas Ativas.`n`nVocê também pode atingir este limite, mas seja cuidadoso: um número muito grande pode ocasionar resultados imprevistos. Edite o valor "NbLiveFolderItemsMax" na seção [Global] do arquivo de configurações (QuickAccessPop.ini).
lOopsMenuExternalCentralized	menu compartilhado centralizado
lOopsMenuExternalCollaborative	menu compartilhado colaborativo
lOopsMenuExternalPersonalChangedBy	Este menu compartilhado pessoal está sendo EDITADO ou possui alterações NÃO SALVAS no computador: ~1~.`n`nSe você salvar alterações neste menu aqui, as alterações não salvas no  outro computador serão perdidas e pode deve cancelar estas alterações ao retornar para aquele computador.
lOopsMenuExternalReservedBy	Este ~1~ está RESERVADO pelo usuário: ~2~.`n`nAguarde este usuário liberar o menu compartilhado ou contate o administrador do sistema.
lOopsNotAdmin	~1~ não pôde ser iniciado como Administrador.`n`nEle está sendo executado como Normal.
lOopsOSVerrsionError	O ~1~ necessita do Window 7 ou sistema operacional mais recente. Usuários do Windows Vista e XP podem usar o Folders Popup, que é compatível com estas versões.`n`nDeseja visitar o site do Folders Popup?
lOopsQAPfeature	Recurso do QAP
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Ocorreu um erro ao tentar abrir este favorito. Por favor, tente novamente...
lOopsWriteProtectedError	Parece que o ~1~ está sendo executado de uma pasta PROTEGIDA CONTRA GRAVAÇÃO onde o arquivo de configuração "~1~.ini" não pode ser criado.`n`nMova o arquivo EXE do ~1~ para uma pasta REGULAR de sua escolha e execute-o novamente desta pasta.`n`nO ~1~ irá fechar.
lOopsWrongThirdPartyPath	Caminho ou nome de arquivo incorreto para ~1~:`n~2~.`n`nVerifique o arquivo EXE selecionado para ~1~ em "Opções", aba "~3~".
lOopsWrongThirdPartyPathQAPconnect	Caminho ou nome de arquivo incorreto para aplicativo QAPconnect`n~1~:`n~2~.`n`nVerifique os valores para [~1~] em ~3~. Use o botão "~4~" em "Opções", aba "~5~".
lOopsZipFileError	Parece que o ~1~ está sendo executado a partir do arquivo ZIP.`n`nVocê deve extrair o executável EXE do ~1~ no arquivo ZIP para uma pasta de sua escolha antes de executá-lo.`n`nO ~1~ irá fechar.
lOptionsAddAutoAtTop	Ao adicionar automaticamente, adicionar um favorito no...
lOptionsAddAutoBottomOfMenu	Final do menu
lOptionsAddAutoTopOfMenu	Início do menu
lOptionsAddCloseToDynamicMenus	Adicionar "Fechar" aos menus
lOptionsAlternativeMenuFeatures	Teclas de Atalho do Menu Alternativo
lOptionsAlternativeMenuFeaturesIntro	Gerencie os atalhos que irão disparar os recursos do menu Alternativo.
lOptionsCatalogueHelp	Catálogo de Menus Compartilhados (<a href="~1~">~2~</a>)
lOptionsCataloguePath	Pasta raiz do catálogo
lOptionsChangeFolderInDialog	Altere as pastas na caixa de diálogo com as teclas de atalho principais do mouse e teclado do QAP
lOptionsChangeFolderInDialogCheckbox	Clique "OK" para confirmar as possíveis consequências do mau uso do recurso 'alterar pasta' nas caixas de diálogo "não-arquivo".
lOptionsChangeFolderInDialogText	ATIVE esta opção para habilitar a navegação por pastas em caixas de diálogo (Abrir, Salvar Como, etc.) mas, por favor, leia o seguinte aviso.`n`nVocê deve usar este recurso SOMENTE em caixas de diálogo de "arquivo". Se você usá-lo em outros tipos de caixas de diálogo, por exemplo, em uma caixa de diálogo "Opções", tentar alterar a pasta pode modificar e salvar valores na caixa de diálogo sem nenhuma notificação.
lOptionsChangeHotkey	Alterar
lOptionsCheck4Update	Verificar atualizações
lOptionsCheck4UpdateNow	verificar agora
lOptionsControlDoublePressed	Abrir menu principal ao pressionar Ctrl + Ctrl (tecla Control pressionada duas vezes)
lOptionsControlDoublePressedLeft	Usando tecla Control esquerda
lOptionsControlDoublePressedRight	Usando tecla Control direita
lOptionsDisplayIcons	Ex&ibir Ícones do Menu
lOptionsDisplayMenuShortcuts	Exibir Atalhos &Numéricos de Menu
lOptionsEnableExternalMenusCatalogue	Habilitar o Catálogo de Menus Compartilhados
lOptionsExclusionDetail1	Para bloquear o menu pelo botão do mouse do QAP [~1~] em um aplicativo, entre qualquer parte do título da janela do aplicativo. Você pode entrar múltiplas exclusões, uma por linha. Por exemplo, para excluir o Chrome e Word, entre as seguintes duas linhas na lista de exclusão:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionDetail2	A tecla de atalho do QAP será desativada nestes aplicativos e o clique [~1~] será enviado para a janela de destino se o QAP não estiver em execução. Você também pode excluir janelas pelo nome da sua classe ou nome do processo (nome do arquivo EXE). Prefixe o título ou classe com * (asterisco) para excluir também caixas de diálogo de aplicativos. Você pode encontrar ajuda e suporte deste recurso no <a href="~2~">site do QAP</a>.
lOptionsExclusionList	Lista de exclusões
lOptionsExclusionTitle	Lista de exclusões para disparador do Mouse [~1~]
lOptionsExplorerContextMenus	Habilitar menus de contexto
lOptionsExplorerContextMenusHeader	Menus de Contexto do Windows Explorer:
lOptionsFtpEncoding	Criptografar usuário e senha FTP (recomendado)
lOptionsFtpEncodingTC	Criptografar usuário e senha FTP (não recomendado para o Total Commander)
lOptionsGuiTitle	Opções - ~1~ ~2~
lOptionsHotkeyRemindersFull	Exibir atalho e string de s&ubstituição completos
lOptionsHotkeyRemindersNo	Não exibir
lOptionsHotkeyRemindersPrompt	Lembretes de atalho e string de substituição no menu:
lOptionsHotkeyRemindersShort	Exibir a&breviado
lOptionsHotstringsDefault	Opções padrão de strings de substituição
lOptionsHotstringsDefaultSelect	Selecionar
lOptionsIconSize	Tamanho dos ícones no menu
lOptionsIconsManageRows	Linhas da janela 'Gerenciar Ícones'`n(0 para espaço máximo disponível)
lOptionsLanguage	Idioma
lOptionsLanguageLabels	Inglês|Francês|Alemão|Espanhol|Português (Brasil)|Italiano|Chinês Tradicional|Português|Chinês Simplified|Holandês
lOptionsMenuActiveWindow	Canto superior esquerdo da janela ativa
lOptionsMenuFixPosition	Em uma posição fixa
lOptionsMenuNearMouse	Próximo do ponteiro do mouse
lOptionsMenuOptions	Opções do menu
lOptionsMenuPositionPrompt	Abrir o menu:
lOptionsMouseAndKeyboard	Teclas de atalho do menu
lOptionsNbLastActions	Número de itens no menu Repetir Últimas Ações
lOptionsOpenMenuOnTaskbar	&Abrir menu ao clicar na barra de tarefas
lOptionsOtherOptions	Geral
lOptionsPopupFixPositionX	Posição X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeyTitles	Botão do Mouse do Quick Access Popup|Atalho de Teclado do Quick Access Popup|Botão do Mouse do Menu Alternativo|Atlaho de Teclado do Menu Alternativo
lOptionsPopupHotkeyTitlesSub	Este botão do mouse exibe o menu em qualquer lugar (exceto sobre <a>aplicativos excluídos</a>) e inicia seu favorito ou navega para sua pasta.|Esta tecla de atalho exibe o menu em qualquer lugar e inicia seu favorito ou navega para sua pasta.|Este botão do mouse exibe um menu alteranativo oferecendo vários recursos. Este menu pode ser exibido em qualquer lugar (sem exceção).|Esta tecla de atalho exibe um menu alternativo oferecendo vários recursos. Este menu pode ser exibido em qualquer lugar.
lOptionsQAPTempFolder	Pasta Temporária
lOptionsRecentFolders	Núm&ero de itens nos menus
lOptionsRecentFoldersPrompt	Pastas Recentes e Arquivos Recentes:
lOptionsRefreshedMenusAttached	Anexar menus "~1~", "~2~" e "~3~" ao menu do QAP
lOptionsRefreshedMenusAttachedInfo	Se você habilitar esta opção, pode haver um pequeno atraso na atualização (dependendo da configuração do seu sistema) a cada vez que o menu popup for exibido.`n`nA duração do atraso depende do tempo que o Windows leva para fornecer as informações atualizadas necessárias para criar o menu (lista de itens recentes e espaço disponível nas unidades atuais). Esta duração pode variar a cada chamado.`n`nSe você desabilitar esta opção, os menus "~1~", "~2~" e "~3~" serão atualizados somente sob demanda e serão exibidos destacados do menu principal.
lOptionsRefreshQAPMenuDebugBeep	Aviso sonoro antes e após atualizar (depuração)
lOptionsRefreshQAPMenuIntervalSec	Intervalo entre atualizações (segundos)
lOptionsRefreshQAPMenuTitle	Atualização agendada de menu do QAP
lOptionsRememberSettingsPosition	Lembrar posição da janela
lOptionsRunAsAdmin	Executar como Administrador
lOptionsRunAsAdminAlert	Aviso: Executar o ~1~ como Administrador pode resultar em consequências inesperadas ao executar programas que podem estar infectados com código malicioso. Isto pode permitir que programas maliciosos herdem privilégios administrativos e infectem ou controlem o seu computador. Seja cauteloso ao executar o ~1~ como Administrador.
lOptionsRunAsAdminExit	O ~1~ será executado sem direitos administrativos da próxima vez que for iniciado.`n`nDeseja sair do ~1~ agora? Alterações não salvas no menu serão perdidas.
lOptionsRunAsAdminShort	admin
lOptionsRunAtStartup	Executa&r na Inicialização
lOptionsSelectCatalogueRoot	Selecione a pasta raiz do Catálogo de Menus Compartilhados
lOptionsSelectQAPTempFolder	Criar a Pasta Temporária em:
lOptionsSnippetsHelp	Padrões de recortes (<a href="~1~">~2~</a>)
lOptionsTabFileManagersIntro	Selecione o gerenciador de arquivos para abrir pastas em uma nova janela.
lOptionsTabFileManagersPreferences	Preferências do gerenciador de arquivos
lOptionsTabFileManagersPreferred	Gerenciador de arquivos preferido
lOptionsTabMenuOptionsIntro	Faça o menu popup aparecer da maneira que quiser!
lOptionsTabMouseAndKeyboardIntro	Defina os botões do mouse e teclas de atalho do teclado que irão disparar o menu principal do ~1~.
lOptionsTabOtherOptionsIntro	Faça o ~1~ funcionar do jeito que você gosta!
lOptionsTheme	Tema
lOptionsThirdParty	Suporte para gerenciadores de arquivos
lOptionsThirdPartyDetail	Selecione o arquivo de programa do ~1~ (.exe) para ativar a integração do ~1~.
lOptionsThirdPartyDetailQAPconnect	Selecione seu gerenciador de arquivos (ou edite ~1~ para adicioná-lo - veja a ajuda).
lOptionsThirdPartyFileNotFound	O arquivo executável do ~1~ "~2~" não foi encontrado.
lOptionsThirdPartySelectedHelp	Gerenciador de Arquivos Selecionado: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Por favor, selecione o arquivo executável do ~1~ usando o botão "Procurar"
lOptionsThirdPartyUseTabs	Use abas em vez de abrir em uma nova janela
lOptionsTrayTip	Exibir &Dicas na Inicialização
lOptionsUseClassicButtons	Usar botões clássicos do QAP
lPickIconNoLocation	Selecione primeiro um favorito antes de escolher um ícone.
lReloadPrompt	~1~ foi alterado para ~2~. Deseja recarregar ~3~ em ~2~ agora? Alterações não salvas no menu serão perdidas.
lTCMenuName	Lista de Acesso de Pastas do TC
lTCMenuNameDescription	Para usuários do Total Commander (TC), exibe um menu dinâmico criado com os favoritos adicionados na hotlist do TC como encontrados no arquivo wincdm.ini.`n`nDefina o local do arquivo wincdm.ini em "Opções", aba "Gerenciadores de Arquivos". Se o TC estava selecionado quando você instalou o QAP, a hotlist de Pastas foi automaticamente adicionada ao seu menu.
lTCWinCmdLocation	Local do WinCmd.ini
lToolTipRetrievingWebPageTitle	Obtendo título da página da web...
lTooltipSnippetKeyWait	Pressione {~1~} para continuar…
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitEscape	Escapar
lTooltipSnippetWaitMacro	Aperte "~1~" ou "~2~" para executar o macro (aguarde ~3~ segundos ou pressione ~4~ para cancelar)
lTooltipSnippetWaitSpace	Espaço
lTooltipSnippetWaitText	Selecione o ponto de inserção e aperte "~1~" ou "~2~" para colar o recorte (aguarde ~3~ segundos ou pressione ~4~ para cancelar)
lTrayTipInstalledDetail	~1~ para iniciar favoritos
lTrayTipInstalledTitle	~1~ ~2~ pronto!
lTrayTipWorkingDetail	Criando menus
lTrayTipWorkingDetailFinished	O menu foi atualizado.
lTrayTipWorkingTitle	~1~ ~2~ trabalhando...
lUpdateButtonChangeLog	Ver log de alterações
lUpdateButtonDownloadPortable	Baixar arquivo ZIP portátil
lUpdateButtonDownloadSetup	Baixar arquivo de Instalação
lUpdateButtonRemind	Lembrar
lUpdateButtonSkipVersion	Pular esta versão
lUpdateButtonVisit	Visitar site
lUpdateError	Ocorreu um erro ao acessar o número da última versão. Verificação de atualização interrompida.
lUpdatePrompt	Atualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptAlpha	Há uma nova versão ALPHA do ~1~ .`n`nAtualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptAlphaContinue	Deseja ainda ser informado de futuras versões alpha?
lUpdatePromptBeta	Há uma nova versão BETA do ~1~ .`n`nAtualizar o ~1~ da v~2~ para v~3~?
lUpdatePromptBetaContinue	Ainda deseja ser informado de futuras versões beta?
lUpdateTitle	Atualizar o ~1~?
lUpdateYouHaveLatest	Você possui a versão mais atual: ~1~.`n`nVisitar a página do ~2~ assim mesmo?
lWindowIsTreeviewText	Desculpe... Devido a uma limitação do Windows, este tipo de caixa de diálogo (TreeView) não é suportado pelo ~1~ no momento.
lWindowIsTreeviewTitle	Caixa de diálogo de visualização em árvore não suportada
