lAboutText1	~1~ ~2~ (~3~ bits)
lMenuSwitchFolderOrAppDescription	Geeft een dynamisch menu in twee delen weer:`n1) De mappen die al zijn geopend in de Windows Verkenner en/of Directory Opus`n2) De toepassingen die momenteel op uw systeem worden uitgevoerd (beginnend met de meest recent geactiveerde venster).`n`nWanneer u een item selecteert, wordt het venster automatisch naar de voorgrond gebracht.`n`nDit menu wordt vernieuwd telkens wanneer u het QAP-menu opent.
lMenuSwitchSettings	Schakel tussen instellingenbestand
lMenuSwitchSettingsDefault	Schakel naar standaard instellingenbestand
lMenuSwitchSettingsDefaultDescription	Restart Quick Access Popup with the Settings file at its default location.`n`nIf you installed QAP using the "one-step installation" procedure, the default location is located under the User directory (for example, "C:\Users\Jean\AppData\Roaming\Quick Access Popup").`n`nIf you preferred the portable installation, the default location is where the QuickAccessPopup.exe program is running.
lMenuSwitchSettingsDescription	Selecteert een ander QAP-instellingenbestand en start Quick Access Popup met deze instellingen (inclusief favorieten en de verschillende opties).`n`nZorg ervoor dat u wijzigingen in "Instellingen" opslaat voordat u QAP opnieuw start.
lMenuSystemCertificates	Systeem Certificaten
lMenuTemplates	Sjablonen
lMenuTemporaryFiles	Tijdelijke bestanden
lMenuUpdateAmpersand	&Controleren op nieuwe versies
lMenuUpdateNoAmpersand	Controleren op nieuwe versies
lMenuUpdateNoAmpersandDescription	Controleren op nieuwe versies van Quick Access Popup.
lMenuUserFolder	Gebruikersmap
lMenuUserPinned	User Pinned
lNavigateFileError	Er is een fout opgetreden tijdens het openen van deze map:`n~1~.
lNavigateSpecialError	Er is een fout opgetreden tijdens het openen van deze speciale map:`n#~1~.
lOopsAddThisFolderTip	Voor betere resultaten van het "Voeg deze map of link toe" commando:`n`n1)Activeer het ~1~ venster met de map of link om toe te voegen aan het menu.`n2)Open het popup-menu gebruikmakend van ~2~.`n3)Selecteer "Voeg deze map of link toe" and sla de wijzigingen op.
lOopsAmpersandInName	Het karakter ampersand "&" in Windows menu's wordt gebruikt om sneltoetsen te definiëren. Om een ampersand "&" weer te geven in een menunaam dient u gebruik te maken van een dubbele ampersand "&&".`n`nVoor meer informatie, raadpleeg de FAQ op onze Engelstalige website en zoek naar: "Ampersand".
lOopsCannotCopyFavorite	Favorieten van het type: "~1~" kunnen niet worden gekopieërd.
lOopsCannotCopyMoveToSelf	U kunt een favoriet niet kopiÃ«ren naar de bestaande locatie. Selecteer een andere locatie alstublieft.
lOopsChangeFolderInDialogAlert	Wilde u gebruik maken van mapnavigatie in deze dialoogbox? Om in een dialoogbox te kunnen navigeren, dient u een optie in te schakelen (eerste checkbox onder tab "Algemeen")`n`nWilt u het instellingen-menu openen?
lOopsCouldNotOpenSpecialFolder	~1~ kan de speciale map "~2~" niet openen.
lOopsEmpty	leeg
lOopsErrorIniFileModified	Dit "Openbare Menu" is aangepast sinds QAP geladen is. Om dit menu aan te kunnen passen dient QAP opnieuw geïnitialiseerd te worden.`n`nNu opnieuw initialiseren (Onopgeslagen wijzigingen zullen verloren gaan)?
lOopsErrorIniFileReadOnly	Dit "Openbaar Menu" -instellingenbestand of deze locatie is ALLEEN-LEZEN.
lOopsErrorIniFileRetry	Als het instellingenbestand opgeslagen is op een netwerkstation, probeer ~1~ te herladen wanneer het netwerkstation beschikbaar is.
lOopsErrorIniFileUnavailable	Dit "Openbare Menu"-instellingenbestand is niet beschikbaar
lOopsErrorReadingIniFile	Er is een fout opgetreden tijdens het lezen van dit instellingenbestand:
lOopsExternalCatalogueReadOnly	Het "Openbare Menus" Catalogus-bestand is ingesteld op ALLEEN-LEZEN. Neem contact op met uw systeembeheerder.
lOopsExternalFileWriteError	Er is een fout opgetreden tijdens het schrijven naar het "Openbare Menu" instellingenbestand:`n~1~.`n`nControleer of dit bestand, of de map is ingesteld op ALLEEN-LEZEN.
lOopsExternalFileWriteErrorCollaborative	U heeft niet de rechten om dit "Openbare Menu" aan te passen. Als u rechten zou moeten hebben, neem dan contact op met uw systeembeheerder.
lOopsExternalNotAllowedUnderExternal	"Openbare Menu's" kunnen niet worden opgeslagen in andere "Openbare Menu's". Selecteer een hoofdmap onder de tab: "Menu Opties".
lOopsExternalReadOnlyAlert	"Openbare menu's" van het type: "gecentraliseerd" kunnen alleen aangepast worden door gebruiker(s) welke vermeld staat in het "~1~"-veld (of door het wijzigen van het ini-bestand op het gedeelde station).`n`nUw gebruikersnaam is:  "~2~".`nUw Computer is: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	Uw gebruikersnaam is automatisch toegevoegd aan de "gebruikers met schrijfrechten-lijst".
lOopsExternalSelectType	Selecteer het type voor het Openbare menu in de tab: "Openbaar menu".
lOopsFavoritesCopied	~1~ favorieten gekopiÃ«erd.
lOopsFirstEnterUrl	Selecteer eerst een adres in het "~1~" veld.
lOopsFtpLocationProtocol	Het FTP-Adres dient te starten met "ftp://".
lOopsGroup	Groep
lOopsHotkeyAlreadyUsed	De sneltoets "~1~" is al in gebruik voor ~2~.`n`nSelecteer een andere sneltoets voor ~3~.
lOopsHotkeyNotInMenus	Er is een fout opgetreden bij het openen van de locatie "~1~" met sneltoets "~1~", de sneltoets is niet gevonden in de menu's.
lOopsHotkeyObjectNotFound	~1~ kon de favoriet geassocieerd met ~2~ "~3~" niet vinden.`n`nDit kan een tijdelijke situatie zijn, probeer ~1~ te herstarten.
lOopsHotstringTriggerTooLong	Hotstringtrigger is te lang. Hotstringtriggers kunnen niet meer dan 40 karakters lang zijn.
lOopsHttpLocationTransformed	De http locatie (URL formaat) is aangepast in een netwerkpad (UNC formaat) voor compatibiliteit met Windows: `n`n~1~`n~2~
lOopsInvalidWinCmdIni	Total Commander bestand "wincmd.ini" niet gevonden.`n`nSelecteer het bestand in "Opties" onder de tab "Bestandsbeheerders".
lOopsInvalidWindowPosition	De vensterpositiewaarde(s) zijn ongeldig.
lOopsLaunchWithNotFound	Bestand "Starten met deze applicatie" niet gevonden:`n`n~1~`n`nControleer de "Geavanceerde Opties" in de desbetreffende favoriet.
lOopsLocation	locatie
lOopsMaxLiveFolder	Het maximale aantal live mappen (~1~) is bereikt. Reduceer het aantal live mappen, of verhoog het maximaal toegestane aantal live mappen maar pas hiermee op, een te hoog aantal live mappen kan tot onvoorspelbare resultaten leiden! Wijzig de waarde "NbLiveFolderItemsMax" onder sectie [Global] in het QuickAccessPop.ini bestand.
lOopsMenuExternalCentralized	gecentraliseerd openbaar menu
lOopsMenuExternalCollaborative	openbaar team menu
lOopsMenuExternalPersonalChangedBy	Dit persoonlijke Openbare menu wordt GEWIJZIGD of heeft onopgeslagen wijzigingen op computer: ~1~.`n`nAls u uw wijzigingen opslaat zullen de onopgeslagen wijzigingen van de andere computer verloren gaan, daarnaast zult u de wijzigingen op die computer moeten annuleren.
lOopsMenuExternalReservedBy	Deze sessie van ~1~ is GERESERVEERD door gebruiker: ~2~.`n`nWacht alstublieft totdat deze gebruiker het Openbare menu afsluit of neem contact op met de systeembeheerder.
lOopsNotAdmin	~1~ kon niet worden geladen als Administrator.`n`nHet is geladen in de normale modus.
lOopsOSVerrsionError	~1~ kan worden uitgevoerd op Windows 7 of een recentere versie van Windows. Windows Vista en XP gebruikers zijn uitgenodigd om "Folders Popup" te downloaden, dit programma is geschikt voor oudere versies van Windows.`n`nWilt u de website bezoeken van Folders Popup?
lOopsQAPfeature	QAP functies
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Er is een fout opgetreden tijdens het openen van deze favoriet, probeer het alstublieft opnieuw...
lOopsWriteProtectedError	Het lijkt erop dat ~1~ uitgevoerd wordt in een SCHRIJF-BEVEILIGDE map waar het bestand "~1~.ini" niet aangemaakt kan worden.`n`nVerplaats het ~1~ .EXE bestand naar een locatie met SCHRIJF-RECHTEN van uw keuze en start ~1~ opnieuw.`n`n~1~ wordt nu afgesloten.
lOopsWrongThirdPartyPath	Foutieve pad of bestandsnaam ingevoerd voor ~1~:`n~2~.`n`nControleer het .exe bestand welke geselecteerd is voor ~1~ in "Instellingen"-tab: "~3~".
lOopsWrongThirdPartyPathQAPconnect	Foutieve pad of bestandsnaam ingevoerd voor de QAP-connect applicatie`n~1~:`n~2~. Controleer de gegevens voor [~1~] in ~3~, gebruik de "~4~"-muistoets in "Opties"-tab "~5~".
lOopsZipFileError	Het lijkt erop dat ~1~ direct uit een .ZIP bestand uitgevoerd wordt.`n`nU dient het ~1~.exe bestand uit te pakken naar de map van uw keuze en het hiervandaan uit te voeren.`n`n~1~zal nu afsluiten.
lOptionsAddAutoAtTop	Bij het automatisch toevoegen, voeg de favoriet toe aan...
lOptionsAddAutoBottomOfMenu	de onderkant van het menu
lOptionsAddAutoTopOfMenu	de bovenkant van het menu
lOptionsAddCloseToDynamicMenus	Voeg "Menu sluiten" toe aan de menu's
lOptionsAlternativeMenuFeatures	Alternatieve sneltoetsen
lOptionsAlternativeMenuFeaturesIntro	Configureer hier de muis en snel-toetsen welke het QAP-alternatieve menu zal oproepen.
lOptionsCatalogueHelp	Openbaar Menu (<a href="~1~">~2~</a>)
lOptionsCataloguePath	Bronmap van de Catalogus
lOptionsChangeFolderInDialog	Schakel QAP-mapnavigatie voor dialoogboxen in
lOptionsChangeFolderInDialogCheckbox	Klik op "OK" als u begrijpt dat er mogelijke risico's verbonden zijn bij het niet juist gebruiken van de "mapnavigatie"-functie in vensters die niet bedoelt zijn voor bestandsselectie.
lOptionsChangeFolderInDialogText	Zet deze optie AAN om mapnavigatie in dialoogboxen zoals Openen, Opslaan, Opslaan als, etc. mogelijk te maken, maar lees eerst de volgende waarschuwing aandachtig door:`n`nU dient deze functie ALLEEN TE GEBRUIKEN in "bestands-dialoogboxen"!`nAls u deze functie gebruikt in andere dialoogboxen, als voorbeeld een "Opties-dialoogbox" dan kunnen instellingen gewijzigd en opgeslagen worden zonder bevestiging hiervan.
lOptionsChangeHotkey	Wijzig
lOptionsCheck4Update	&Controleer op updates
lOptionsCheck4UpdateNow	nu controleren
lOptionsControlDoublePressed	Open het hoofdmenu bij het intoetsen van Ctrl + Ctrl (Ctrl toets 2 maal indrukken)
lOptionsControlDoublePressedLeft	Gebruik de linker "Control" toets
lOptionsControlDoublePressedRight	Gebruik de rechter "Control" toets
lOptionsDisplayIcons	Pictogrammen weergeven in het &menu
lOptionsDisplayMenuShortcuts	&Numerieke snelkoppelingen in het menu weergeven
lOptionsEnableExternalMenusCatalogue	Functie "Openbaar Menu" activeren
lOptionsExclusionDetail1	Om de QAP-muistoets [~1~] uit te schakelen in een applicatie, kunt u de titel van het venster invoeren van de desbetreffende applicatie.`nMeerdere uitsluitsels zijn mogelijk (1 per regel).`nOm bijvoorbeeld Chrome en Word uit te sluiten kunt u het volgende invoeren:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionDetail2	De QAP-muistoets zal uitgeschakeld zijn in de uitgesloten applicaties en de ~1~-toets zal direct beschikbaar zijn in het venster zonder tussenkomst van QAP.`nOok bestaat de mogelijkheid om uitsluitsels te maken op basis van klasse of procesnaam (.exe extensie) van het venster. Gebruik de titel of klasse met een * (asterisk) om applicatievensters uit te sluiten. Meer hulp kan gevonden worden op <a href="~2~">onze website</a>.
lOptionsExclusionList	Uitsluitsels
lOptionsExclusionTitle	Uitsluitlijst voor muistoets: [~1~].
lOptionsExplorerContextMenus	Voeg QAP toe aan Windows Verkenner Context Menu
lOptionsExplorerContextMenusHeader	Windows Verkenner Context Menu's:
lOptionsFtpEncoding	Versleutel FTP gebruikernaam en wachtwoord (aangeraden)
lOptionsFtpEncodingTC	Versleutel FTP gebruikernaam en wachtwoord (niet aangeraden voor Total Commander)
lOptionsGuiTitle	Instellingen - ~1~ ~2~
lOptionsHotkeyRemindersFull	Complete sneltoetsen en hotstrings &weergeven
lOptionsHotkeyRemindersNo	N&iet weergeven
lOptionsHotkeyRemindersPrompt	Sneltoetsen weergeven in het menu:
lOptionsHotkeyRemindersShort	Afkortingen weergeven
lOptionsHotstringsDefault	Standaard opties voor Hotstrings 
lOptionsHotstringsDefaultSelect	Selecteren
lOptionsIconSize	Pictogramgrootte
lOptionsIconsManageRows	Beheer de pictogramvenster-regels`n(0 voor maximaal beschikbare ruimte)
lOptionsLanguage	&Taal
lOptionsLanguageLabels	Engels|Frans|Duits|Spaans|Braziliaans Portugees|Italiaans|Traditioneel Chinees|Portugees|Manderijns|Nederlands
lOptionsMenuActiveWindow	&Linksboven van het actieve venster
lOptionsMenuFixPosition	Op een v&aste plaats
lOptionsMenuNearMouse	In de buurt van de muispi&jl
lOptionsMenuOptions	Menu
lOptionsMenuPositionPrompt	Popup het menu:
lOptionsMouseAndKeyboard	Sneltoetsen
lOptionsNbLastActions	Aantal items in het "Herhaal de laatste acties" menu
lOptionsOpenMenuOnTaskbar	&Open het menu wanneer er op de taakbalk geklikt wordt
lOptionsOtherOptions	Algemeen
lOptionsPopupFixPositionX	Positie X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeyTitles	Quick Access Popup Muistoets|Quick Access Popup Sneltoets|QAP Alternatieve Menu Muistoets|QAP Alternatieve Menu Sneltoets
lOptionsPopupHotkeyTitlesSub	Deze muistoets zal het QAP-menu oproepen (behalve bij <a>uitgesloten applicaties</a>) en kan een favoriet uitvoeren of een map openen.|Deze sneltoets zal het QAP-menu oproepen (zonder excepties) en kan een favoriet uitvoeren of een map openen.|Deze muistoets zal het QAP-alternatieve menu oproepen met verscheidene opties (dit menu kan overal opgeroepen worden).|Deze sneltoets zal het QAP-alternatieve menu oproepen met verscheidene opties (dit menu kan overal opgeroepen worden).
lOptionsQAPTempFolder	Tijdelijke map
lOptionsRecentFolders	Numm&er van items in de menu's
lOptionsRecentFoldersPrompt	Recent gebruikte mappen of bestanden:
lOptionsRefreshedMenusAttached	Koppel de menu's "~1~", "~2~" en "~3~" aan het QAP menu
lOptionsRefreshedMenusAttachedInfo	Als u deze optie inschakeld dan bestaat de mogelijkheid dat er een lichte vertraging (afhankelijk van uw systeemconfiguratie) optreedt elke keer als u het popupmenu opvraagt.`n`nDe duur van de vertraging is afhankelijk van de tijd dat Windows nodig heeft om de informatie te verversen voor het menu (b.v. de lijst van recente items en beschikbare ruimte op de stations). Deze tijd kan verschillen voor elke menuoproep.`n`nAls u deze optie uitschakeld, de "~1~", "~2~" en "~3~" menu's zullen alleen op handmatig verzoek worden ververst en los van het hoofdmenu weergegeven worden.
lOptionsRefreshQAPMenuDebugBeep	Piep voor en na een verversing (debug)
lOptionsRefreshQAPMenuIntervalSec	Verversinterval (in secondes)
lOptionsRefreshQAPMenuTitle	Gepland verversen van het QAP-menu
lOptionsRememberSettingsPosition	Onthoud venster&positie
lOptionsRunAsAdmin	Als Administrator uitvoeren
lOptionsRunAsAdminAlert	Waarschuwing: Het uitvoeren van ~1~ in Administrator mode kan leiden tot ongewenste consequenties bij het laden van programma's welke kwaadaardige en/of geÃ¯nfecteerde code bevat. Dit zou kwaadaardige programma's administratieve rechten tot uw computer kunnen geven en hierdoor uw computer kunnen infecteren of over kunnen nemen. Wees voorzichtig met het draaien van ~1~ in Administrator mode.
lOptionsRunAsAdminExit	~1~ zal de volgende start worden geladen zonder administratieve rechten.`n`nWilt u ~1~ nu afsluiten? Onopgeslagen wijzigingen zullen verloren gaan.
lOptionsRunAsAdminShort	admin
lOptionsRunAtStartup	Uitvoeren bij op&starten
lOptionsSelectCatalogueRoot	Selecteer een openbare map voor de Openbare Menu's
lOptionsSelectQAPTempFolder	Maak de tijdelijke map aan in:
lOptionsSnippetsHelp	Fragment standaard (<a href="~1~">~2~</a>)
lOptionsTabFileManagersIntro	Selecteer de bestandsbeheerder waarin mappen worden geopend in een nieuw venster.
lOptionsTabFileManagersPreferences	Optie's voor de bestandsbeheerder
lOptionsTabFileManagersPreferred	Voorkeur Bestandsbeheerder
lOptionsTabMenuOptionsIntro	Configureer uw popupmenu zoals u dit wenst!
lOptionsTabMouseAndKeyboardIntro	Configureer hier de muis en snel-toetsen welke het ~1~ hoofdmenu zal openen.
lOptionsTabOtherOptionsIntro	Laat ~1~ werken zoals u dit wenst!
lOptionsTheme	&Thema
lOptionsThirdParty	Bestandsbeheerders
lOptionsThirdPartyDetail	Selecteer het ~1~ programmabestand (.exe) om integratie met ~1~ in te schakelen.
lOptionsThirdPartyDetailQAPconnect	Selecteer uw bestandsbeheerder (of wijzig ~1~ om deze toe te voegen - zie help voor meer informatie).
lOptionsThirdPartyFileNotFound	~1~ applicatiebestand "~2~" niet gevonden.
lOptionsThirdPartySelectedHelp	Geselecteerde bestandsbeheerder is: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Selecteer de ~1~ applicatiebestand door middel van de de toets: "Bladeren..."
lOptionsThirdPartyUseTabs	Gebruik tabs in plaats van het openen van een nieuw venster
lOptionsTrayTip	"Tips tijdens opstarten" in Systeembalk weergeven
lOptionsUseClassicButtons	Gebruik de klassieke QAP-muistoetsen
lPickIconNoLocation	Selecteer eerst een favoriet alvorens een pictogram te kiezen.
lReloadPrompt	~1~ gewijzigd in ~2~. Wilt u ~3~ herladen naar ~2~? Niet opgeslagen wijzigingen gaan verloren.
lTCMenuName	TC Directory hotlist
lTCMenuNameDescription	Deze functie is specifiek bedoelt voor Total Commander (TC)-gebruikers.`nDeze functie geeft een dynamisch menu weer dat is opgebouwd met favorieten vanuit de TC Hotlist (vanuit wincdm.ini).`n`nStel de locatie van het wincdm.ini-bestand in via "Opties" -> "Bestandsbeheerders". Als TC was geselecteerd toen u QAP installeerde, is de directory-hotlist automatisch aan uw menu toegevoegd.
lTCWinCmdLocation	WinCmd.ini locatie
lToolTipRetrievingWebPageTitle	Titel van de webpagina aan het ophalen...
lTooltipSnippetKeyWait	Druk op {~1~} om door te gaan...
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitEscape	Escape
lTooltipSnippetWaitMacro	Druk op "~1~" of "~2~" om de makro te starten (wacht ~3~ seconde(n) of druk op ~4~ om te annuleren)
lTooltipSnippetWaitSpace	Spatiebalk
lTooltipSnippetWaitText	Selecteer de locatie om te plakken en druk op "~1~" of "~2~" om het fragment te in te voegen (wacht ~3~ seconde(n) of druk op ~4~ om te annuleren)
lTrayTipInstalledDetail	~1~ om favorieten te starten
lTrayTipInstalledTitle	~1~ gereed!
lTrayTipWorkingDetail	Menu's aan het opbouwen
lTrayTipWorkingDetailFinished	Het menu is bijgewerkt.
lTrayTipWorkingTitle	~1~ is bezig...
lUpdateButtonChangeLog	Zie wijzigingsbestand
lUpdateButtonDownloadPortable	Download portable zipbestand
lUpdateButtonDownloadSetup	Download installatiebestand
lUpdateButtonRemind	Herinner mij
lUpdateButtonSkipVersion	Sla deze versie over
lUpdateButtonVisit	Website bezoeken
lUpdateError	Er is een fout opgetreden tijdens het controleren van nieuwe versies. De update is onderbroken...
lUpdatePrompt	Update ~1~ van v~2~ naar v~3~?
lUpdatePromptAlpha	Er is een nieuwe ~1~ ALPHA versie.`n`nUpdate ~1~ van v~2~ naar v~3~?
lUpdatePromptAlphaContinue	Wilt u op de hoogte gehouden worden bij toekomstige alpha versies?
lUpdatePromptBeta	Er is een nieuwe ~1~ BETA versie.`n`nUpdate ~1~ van v~2~ naar v~3~?
lUpdatePromptBetaContinue	Wilt u op de hoogte gehouden worden bij toekomstige beta versies?
lUpdateTitle	Update ~1~?
lUpdateYouHaveLatest	U heeft de laatste versie: ~1~.`n`nWilt u de website van ~2~ bezoeken?
lWindowIsTreeviewText	Sorry... Door een Windows beperking kunnen Boomstructuur-vensters niet ondersteund worden.
lWindowIsTreeviewTitle	Boomstructuur-vensters worden niet ondersteund
