lAboutText1	~1~ ~2~ (~3~ bits)
lOopsErrorIniFileRetry	Se o ficheiro de definições estiver numa unidade de rede, tente reiniciar o ~1~ quando a unidade de rede estiver disponível.
lOopsErrorIniFileUnavailable	Este ficheiro de definições do menu externo, não está disponível
lOopsErrorReadingIniFile	Ocorreu um erro ao ler este ficheiro de definições:
lOopsExternalCatalogueReadOnly	A opção de Catálogo de Menus Partilhados são só de leitura. Por favor, contacte o administrator do sistema.
lOopsExternalFileWriteError	Ocorreu um erro ao escrever para o ficheiro de definições do menu partilhado:`n~1~.`n`nVerifique se este ficheiro ou pasta é só de leitura.
lOopsExternalFileWriteErrorCollaborative	Não pode editar o conteúdo deste menu partilhado. Se acha que deve ter acesso, contacte o administrador do sistema.
lOopsExternalNotAllowedUnderExternal	Os menus partilhados não são permitidos dentro de outros menus partilhados. Por favor, seleccione outro menu menu principal no separados "Opções de Menu".
lOopsExternalReadOnlyAlert	Os menus partilhados do tipo "Centralizado" só podem ser editados pelo(s) utilizador(es) no campo "~1~" (ou abrindo o ficheiro ini na unidade partilhada usando um editor de texto).`n`nO seu nome de utilizador é: "~2~".`nO nome do seu computador é: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	O seu nome de utilizador foi adicionado automaticamente à lista de "Utilizadores com acesso de escrita".
lOopsExternalSelectType	Por favor seleccione o tipo de menu partilhado no separador "Menu partilhado".
lOopsFavoritesCopied	~1~ favoritos copiados.
lOopsFirstEnterUrl	Primeiro, introduza um endereço no campo "~1~".
lOopsFtpLocationProtocol	A localização FTP deve começar com "ftp://".
lOopsGroup	grupo
lOopsHotkeyAlreadyUsed	A tecla de atalho "~1~" já está em uso para "~2~".`n`nPor favor, escolha outra tecla de atalho para "~3~".
lOopsHotkeyNotInMenus	Erro: Não foi encontrada nos menus a localização "~1~" para a tecla de atalho "~1~".
lOopsHotkeyObjectNotFound	~1~ não conseguiu localizar o favorito associado ao ~2~ "~3~".`n`nIsto pode ser uma situação temporária. Tente reiniciar o ~1~.
lOopsHotstringTriggerTooLong	Activador da cadeia de substituição demasiado longo. Os activadores das cadeias de substituição não podem ter mais de 40 caracteres.
lOopsHttpLocationTransformed	A localização http (formato URL) foi transformada num atalho de rede (formato UNC) para compatibilidade com o Windows:`n`n~1~`n~2~
lOopsInvalidWinCmdIni	Não foi encontrado o ficheiro de definições do Total Commander "wincmd.ini".`n`nSeleccione o ficheiro em "Opções", separador "Gestores de ficheiros".
lOopsInvalidWindowPosition	Valor(es) de posição da janela inválido(s)
lOopsLaunchWithNotFound	"Abrir com esta aplicação" ficheiro não encontrado:`n`n~1~`n`nVerifique as definições avançadas dos favorito.
lOopsLocation	localização
lOopsMaxLiveFolder	O número máximo de itens permitido em pastas Live (~1~) foi excedido. Por favor, reduza o número de níveis de pastas Live.`n`nTambém pode aumentar este limite mas tenha cuidado: um número demasiado elevado pode provocar resultados imprevisíveis. Edite o valor "NbLiveFolderItemsMax" na secção [Global] do ficheiro de definições (QuickAccessPop.ini).
lOopsMenuExternalCentralized	menu partilhado centralizado
lOopsMenuExternalCollaborative	menu partilhado colaborativo
lOopsMenuExternalPersonalChangedBy	Este menu partilhado pessoal está a ser EDITADO ou tem alterações NÃO GUARDADAS no computador: ~1~.`n`nSe guardar as alterações para este menu aqui, as alterações não guardadas no outro computador serão perdidas e deve cancelar essas alterações quando regressar a esse computador.
lOopsMenuExternalReservedBy	Este ~1~ está RESERVADO pelo utilizador: ~2~.`n`nAguarde que este utilizador liberte o menu partilhado ou contacte o administrador do sistema.
lOopsNotAdmin	Não foi possível carregar ~1~ como Administrador.`n`nEstá agora a ser executado como Normal.
lOopsOSVerrsionError	O ~1~ requer o Window 7 ou mais recente. Os utilizadores do Windows Vista e XP users devem usar o Folders Popup que é compatível com essas versões.`n`nDeseja visitar o site do Folders Popup?
lOopsQAPfeature	Função QAP
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Ocorreu um erro ao tentar abrir este favorito. Por favor, tente de novo...
lOopsWriteProtectedError	Parece que o ~1~ está a ser executado de uma pasta PROTEGIDA CONTRA ESCRITA onde não pode ser criado o ficheiro de configuração "~1~.ini".`n`nMova o ficheiro ~1~ .EXE para uma pasta NORMAL à sua escolha e volte a executá-lo dessa pasta.`n`nO ~1~ vai ser encerrado.
lOopsWrongThirdPartyPath	Atalho ou nome de ficheiro errados para ~1~:`n~2~.`n`nVerifique o ficheiro .exe seleccionado para ~1~ em "Opções", separador "~3~".
lOopsWrongThirdPartyPathQAPconnect	Atalho ou nome de ficheiro errados para a aplicação QAPconnect`n~1~:`n~2~.`n`nVerifique os valores para [~1~] em ~3~. Utilize o botão "~4~" em "Opções", separador "~5~".
lOopsZipFileError	Parece que o ~1~ está a ser executado directamente de um ficheiro .ZIP.`n`nDeve extrair o ficheiro ~1~ .EXE do ficheiro .ZIP para uma pasta à sua escolha, antes de o executar.`n`nO ~1~ vai ser encerrado.
lOptionsAddAutoAtTop	Ao adicionar automaticamente, adicionar um favorito no...
lOptionsAddAutoBottomOfMenu	Fim do menu
lOptionsAddAutoTopOfMenu	Início do menu
lOptionsAddCloseToDynamicMenus	Adicionar "Fechar" aos menus
lOptionsAlternativeMenuFeatures	Teclas de Atalho do Menu Alternativo
lOptionsAlternativeMenuFeaturesIntro	Gerir os atalhos que irão dar acesso às funções do menu Alternativo.
lOptionsCatalogueHelp	Catálogo de Menus Partilhados (<a href="~1~">~2~</a>)
lOptionsCataloguePath	Catálogo pasta raiz
lOptionsChangeFolderInDialog	Alterar pastas na caixa de diálogo com os atalhos de teclado e do rato principais do QAP
lOptionsChangeFolderInDialogCheckbox	Clique "OK" para confirmar que compreendeu as possíveis consequências do mau uso da função de alterar pasta em caixas de diálogo "não de ficheiro".
lOptionsChangeFolderInDialogText	Active esta opção para permitir a navegação em pasta em caixas de diálogo (Abrir, Guardar Como, etc.) mas, por favor, leia o seguinte aviso.`n`nDeve utilizar esta função APENAS em caixas de diálogo "ficheiro". Se a usar em outros tipos de caixas de diálogo, por exemplo numa caixa de diálogo das "Opções", tentar alterar a pasta pode modificar e guardar valores na caixa de diálogo, sem qualquer notificação.
lOptionsChangeHotkey	Alterar
lOptionsCheck4Update	Procurar actualizações
lOptionsCheck4UpdateNow	verificar agora
lOptionsControlDoublePressed	Abrir o menu principal com Ctrl + Ctrl (Tecla Ctrl pressionada duas vezes)
lOptionsControlDoublePressedLeft	Usando a tecla Control Esquerda
lOptionsControlDoublePressedRight	Usando a tecla Control Direita
lOptionsDisplayIcons	Exibir Ícones do Menu
lOptionsDisplayMenuShortcuts	Exibir Atalhos &Numéricos do Menu
lOptionsEnableExternalMenusCatalogue	Activar Catálogo de Menus Partilhados
lOptionsExclusionDetail1	Para bloquear o botão do rato de menu QAP [~1~] numa aplicação, introduza qualquer parte to título da janela da aplicação. Pode introduzir várias exclusões, uma por linha. Por exemplo, para excluir o Chrome e o Word, introduza as duas seguintes linhas na lista de exclusões:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionDetail2	A combinação do QAP será desactivada nestas aplicações e o clique [~1~] será enviado para a janela alvo como se o QAP não estivesse a ser executado. Pode também excluir janelas pelo nome da sua classe ou processo (nome do ficheiro EXE. Insira * (asterisco) antes do título ou classe para também excluir caixas de diálogo de programas. Pode encontrar ajuda para esta função <a href="~2~">no site do QAP</a>.
lOptionsExclusionList	Lista de Exclusões
lOptionsExclusionTitle	Lista de Exclusões para desencadeador do Rato [~1~]
lOptionsExplorerContextMenus	Activar menus de contexto
lOptionsExplorerContextMenusHeader	Menus de Contexto do Explorador do Windows:
lOptionsFtpEncoding	Codificar utilizador e palavra-passe FTP (recomendado)
lOptionsFtpEncodingTC	Codificar utilizador e palavra-passe FTP (não recomendado para o Total Commander)
lOptionsGuiTitle	Opções - ~1~ ~2~
lOptionsHotkeyRemindersFull	Exibir nome completo da combinação e cadeia de substituição
lOptionsHotkeyRemindersNo	Não exibir
lOptionsHotkeyRemindersPrompt	Lembretes de Combinação e cadeia de substituição no menu:
lOptionsHotkeyRemindersShort	Exibir nomes a&breviados
lOptionsHotstringsDefault	Opções padrão de cadeias de substituição
lOptionsHotstringsDefaultSelect	Seleccionar
lOptionsIconSize	Tamanho dos ícones do menu
lOptionsIconsManageRows	Linhas da janela de ícones`n(0 máx. espaço disponível)
lOptionsLanguage	Idioma
lOptionsLanguageLabels	Inglês|Francês|Alemão|Espanhol|Brasileiro|Italiano|Chinês Traditional|Português|Chinês Simplified|Holandês
lOptionsMenuActiveWindow	Canto superior esquerdo da janela activa
lOptionsMenuFixPosition	Numa posição fixa
lOptionsMenuNearMouse	Junto ao cursor do rato
lOptionsMenuOptions	Opções do Menu
lOptionsMenuPositionPrompt	Menu emergente:
lOptionsMouseAndKeyboard	Teclas de Atalho do menu
lOptionsNbLastActions	Nº de itens no menu Repetir Últimas Acções
lOptionsOpenMenuOnTaskbar	Abrir menu ao clicar na barra de tarefas
lOptionsOtherOptions	Geral
lOptionsPopupFixPositionX	Posição X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeyTitles	Quick Access Popup Botão do rato|Quick Access Popup Atalho teclado|Menu Alternativo Botão do rato|Menu Alternativo Atalho teclado
lOptionsPopupHotkeyTitlesSub	Este botão do rato mostra o menu em toda a parte (excepto nas <a>aplicações excluídas</a>) e abre os seus favoritos ou navega para as pastas.|Esta tecla de atalho mostra o menu em toda a parte e abre os seus favoritos ou navega para as pastas.|Este botão do rato exibe um menu aternativo disponibilizando diversas funções. Este menu pode ser aberto em toda a parte (sem excepções).|Esta tecla de atalho exibe um menu aternativo disponibilizando diversas funções. Este menu pode ser aberto em toda a parte.
lOptionsQAPTempFolder	Pasta Temporária
lOptionsRecentFolders	Núm&ero de itens em menus
lOptionsRecentFoldersPrompt	Pastas e Ficheiros Recentes:
lOptionsRefreshedMenusAttached	Anexar os menus "~1~", "~2~" e "~3~" ao menu QAP
lOptionsRefreshedMenusAttachedInfo	Se activar esta opção, pode ocorrer um ligeiro atraso na actualização (dependendo da configuração do seu sistema) cada vez que exibir o menu emergente.`n`nA duração do atraso depende do tempo que o Windows leva a fornecer a informação de actualização necessária para a construção do menu (lista de itens recentes e espaço disponível nas unidades actuais). Esta duração pode variar em cada caso.`n`nSe desactivar esta opção, os menus "~1~", "~2~" e "~3~" serão actualizados apenas a pedido e exibidos separadamente do menu principal.
lOptionsRefreshQAPMenuDebugBeep	Bipar antes e depois de actualizar (depuração)
lOptionsRefreshQAPMenuIntervalSec	Intervalo entre actualizações (segundos)
lOptionsRefreshQAPMenuTitle	Actualização do menu QAP agendada
lOptionsRememberSettingsPosition	Lembrar posição da janela
lOptionsRunAsAdmin	Executar como administrador
lOptionsRunAsAdminAlert	Alerta: Executar o ~1~ em modo Administrador pode provocar resultados inesperados ao carregar programas que possam estar infectados com códigos maliciosos. Isso pode permitir a esses programas a aquisição de previlégios de administrador e infectarem ou controlarem o seu computador. Tenha cuidado ao executar o ~1~ em modo Administrador.
lOptionsRunAsAdminExit	O ~1~ será carregado sem direitos de administrador na sua próxima execução.`n`nDeseja sair já do ~1~? As alterações não guardadas no menu serão perdidas.
lOptionsRunAsAdminShort	admin
lOptionsRunAtStartup	Executa&r no Arranque
lOptionsSelectCatalogueRoot	Seleccionar a pasta raiz do Catálogo de Menus Partilhados
lOptionsSelectQAPTempFolder	Criar a Pasta Temporária em:
lOptionsSnippetsHelp	Padrões de 'Snippets' (<a href="~1~">~2~</a>)
lOptionsTabFileManagersIntro	Seleccione o gestor de ficheiros a usar para abrir pastas numa nova janela.
lOptionsTabFileManagersPreferences	Preferências do gestor de ficheiros
lOptionsTabFileManagersPreferred	Gestor de ficheiros preferido
lOptionsTabMenuOptionsIntro	Faça o menu emergente ter um aspecto a seu gosto !
lOptionsTabMouseAndKeyboardIntro	Defina os botões do rato e os atalhos de teclado que irão abrir o menu principal do ~1~.
lOptionsTabOtherOptionsIntro	Faça o ~1~ funcionar da maneira que gosta!
lOptionsTheme	Tema
lOptionsThirdParty	Gestores de ficheiros
lOptionsThirdPartyDetail	Seleccione o programa ~1~ (.exe) para activar a integração com ~1~.
lOptionsThirdPartyDetailQAPconnect	Seleccione o seu gestor de ficheiros (ou edite ~1~ para adicioná-lo - ver a ajuda).
lOptionsThirdPartyFileNotFound	~1~ ficheiro da aplicação "~2~" não encontrado.
lOptionsThirdPartySelectedHelp	Gestor de Ficheiros Seleccionado: ~1~ (<a href="~2~">~3~</a>)
lOptionsThirdPartySelectFile	Por favor, seleccione o ficheiro da aplicação ~1~ utilizando o botão "Procurar"
lOptionsThirdPartyUseTabs	Usar separadores em vez de abrir numa nova janela
lOptionsTrayTip	&Exibir Dica da Área de Notificação
lOptionsUseClassicButtons	Usar botões clássicos do QAP
lPickIconNoLocation	Escolha primeiro um favorito antes de escolher um ícone.
lReloadPrompt	~1~ alterado para ~2~. Deseja recarregar ~3~ em ~2~ agora? As alterações ao menu não guardadas serão perdidas.
lTCMenuName	Lista de Pasta Favoritas do TC
lTCMenuNameDescription	Para os utilizadores do Total Commander (TC), exibe um menu dinâmico construído com os favoritos adicionados à Hotlist do TC como encontrado no ficheiro wincdm.ini.`n`nDefina a localização do ficheiro wincdm.ini em "Opções", no separador "Gestão de Ficheiros". Se o TC estava seleccionado quando instalou o QAP, a pasta Hotlist foi adicionada automaticamente ao seu menu.
lTCWinCmdLocation	Localização do WinCmd.ini
lToolTipRetrievingWebPageTitle	A recuperar título da página web...
lTooltipSnippetKeyWait	Pressione {~1~} para continuar...
lTooltipSnippetWaitEnter	Enter
lTooltipSnippetWaitEscape	Escape
lTooltipSnippetWaitMacro	Pressione "~1~" ou "~2~" para carregar a macro (aguardar ~3~ segundos ou premir ~4~ para cancelar)
lTooltipSnippetWaitSpace	Espaço
lTooltipSnippetWaitText	Seleccione o ponto de inserção e pressione "~1~" ou "~2~" para colar o snippet (aguardar ~3~ segundos ou premir ~4~ para cancelar)
lTrayTipInstalledDetail	~1~ para abrir favoritos
lTrayTipInstalledTitle	~1~ pronto!
lTrayTipWorkingDetail	A construir menus
lTrayTipWorkingDetailFinished	O menu foi actualizado.
lTrayTipWorkingTitle	~1~ a processar...
lUpdateButtonChangeLog	Ver registo de alterações
lUpdateButtonDownloadPortable	Transferir Portátil (zip)
lUpdateButtonDownloadSetup	Transferir Instalador
lUpdateButtonRemind	Lembrar-me
lUpdateButtonSkipVersion	Ignorar esta versão
lUpdateButtonVisit	Visitar site web
lUpdateError	Ocorreu um erro ao aceder ao número da última versão. Interrompida a procura de actualizações.
lUpdatePrompt	Actualizar ~1~ de v~2~ para v~3~?
lUpdatePromptAlpha	Existe uma nova versão ALFA do ~1~.`n`nActualizar o ~1~ da v~2~ para a v~3~?
lUpdatePromptAlphaContinue	Deseja ser informado sobre futuras versões alfa?
lUpdatePromptBeta	Existe uma nova versão BETA do ~1~.`n`nActualizar o ~1~ da v~2~ para a v~3~?
lUpdatePromptBetaContinue	Deseja ser informado sobre futuras versões beta?
lUpdateTitle	Actualizar o ~1~?
lUpdateYouHaveLatest	Já possui a versão mais recente: ~1~.`n`nDeseja visitar a página web do ~2~?
lWindowIsTreeviewText	Limitações do Windows...
lWindowIsTreeviewTitle	Caixa de diálogo de vista em árvore não suportada
